zipcode,income_level,grade,borough,cuisine_description,score
11249,high income,B,BROOKLYN,Italian,23.0
11249,medium income,A,BROOKLYN,American,9.86
11249,medium income,A,BROOKLYN,Caf̩/Coffee/Tea,11.0
11249,medium income,A,BROOKLYN,Italian,8.0
11249,medium income,B,BROOKLYN,American,18.0
11249,medium income,B,BROOKLYN,Caf̩/Coffee/Tea,17.0
11352,low income,A,QUEENS,Chinese,12.0
11352,low income,B,QUEENS,Chinese,21.5
11352,low income,C,QUEENS,Chinese,2.0
11354,low income,A,QUEENS,American,9.78
11354,low income,A,QUEENS,Asian,9.56
11354,low income,A,QUEENS,Bakery,7.53
11354,low income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",7.0
11354,low income,A,QUEENS,Caf̩/Coffee/Tea,7.14
11354,low income,A,QUEENS,Chicken,9.0
11354,low income,A,QUEENS,Chinese,10.5
11354,low income,A,QUEENS,Donuts,6.33
11354,low income,A,QUEENS,Hamburgers,8.78
11354,low income,A,QUEENS,Japanese,6.0
11354,low income,A,QUEENS,"Juice, Smoothies, Fruit Salads",2.0
11354,low income,A,QUEENS,Korean,9.56
11354,low income,A,QUEENS,Pizza/Italian,13.0
11354,low income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,9.33
11354,low income,A,QUEENS,Seafood,7.0
11354,low income,B,QUEENS,Asian,16.0
11354,low income,B,QUEENS,Chinese,20.54
11354,low income,B,QUEENS,Hamburgers,24.0
11354,low income,B,QUEENS,Korean,21.0
11354,low income,B,QUEENS,Sandwiches/Salads/Mixed Buffet,15.0
11354,low income,C,QUEENS,Chinese,36.89
11354,low income,Z,QUEENS,Korean,23.0
11354,low income,Z,QUEENS,Other,0.0
11354,medium income,A,QUEENS,American,9.52
11354,medium income,A,QUEENS,Asian,9.53
11354,medium income,A,QUEENS,Bakery,8.62
11354,medium income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",11.75
11354,medium income,A,QUEENS,Caf̩/Coffee/Tea,8.18
11354,medium income,A,QUEENS,Chicken,9.27
11354,medium income,A,QUEENS,Chinese,9.7
11354,medium income,A,QUEENS,Chinese/Japanese,9.62
11354,medium income,A,QUEENS,Delicatessen,6.33
11354,medium income,A,QUEENS,Donuts,8.29
11354,medium income,A,QUEENS,Hamburgers,8.78
11354,medium income,A,QUEENS,Japanese,9.69
11354,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",7.0
11354,medium income,A,QUEENS,Korean,9.1
11354,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.25
11354,medium income,A,QUEENS,Other,10.29
11354,medium income,A,QUEENS,Pancakes/Waffles,9.33
11354,medium income,A,QUEENS,Pizza,8.38
11354,medium income,A,QUEENS,Pizza/Italian,11.6
11354,medium income,A,QUEENS,Sandwiches,9.5
11354,medium income,A,QUEENS,Vietnamese/Cambodian/Malaysia,11.22
11354,medium income,B,QUEENS,American,21.5
11354,medium income,B,QUEENS,Asian,25.0
11354,medium income,B,QUEENS,Bakery,20.5
11354,medium income,B,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",15.0
11354,medium income,B,QUEENS,Chinese,21.63
11354,medium income,B,QUEENS,Hamburgers,24.0
11354,medium income,B,QUEENS,Japanese,21.25
11354,medium income,B,QUEENS,Korean,19.71
11354,medium income,B,QUEENS,Other,18.0
11354,medium income,B,QUEENS,Vietnamese/Cambodian/Malaysia,22.0
11354,medium income,C,QUEENS,American,36.33
11354,medium income,C,QUEENS,Asian,31.33
11354,medium income,C,QUEENS,Chinese,27.82
11354,medium income,C,QUEENS,Japanese,38.0
11354,medium income,C,QUEENS,Korean,30.33
11354,medium income,C,QUEENS,Vietnamese/Cambodian/Malaysia,41.0
11354,medium income,P,QUEENS,Asian,2.5
11354,medium income,P,QUEENS,Korean,3.0
11354,medium income,P,QUEENS,Vietnamese/Cambodian/Malaysia,10.0
11354,medium income,Z,QUEENS,Chinese,25.0
11354,medium income,Z,QUEENS,Korean,15.0
11354,medium income,Z,QUEENS,Pizza,25.0
11355,low income,A,QUEENS,Afghan,10.5
11355,low income,A,QUEENS,American,9.5
11355,low income,A,QUEENS,Asian,9.28
11355,low income,A,QUEENS,Bakery,9.43
11355,low income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",1.0
11355,low income,A,QUEENS,Caf̩/Coffee/Tea,7.5
11355,low income,A,QUEENS,Chicken,12.0
11355,low income,A,QUEENS,Chinese,9.83
11355,low income,A,QUEENS,Chinese/Cuban,9.5
11355,low income,A,QUEENS,Delicatessen,9.62
11355,low income,A,QUEENS,Donuts,9.45
11355,low income,A,QUEENS,Indian,7.67
11355,low income,A,QUEENS,Irish,9.0
11355,low income,A,QUEENS,Italian,8.5
11355,low income,A,QUEENS,"Juice, Smoothies, Fruit Salads",7.3
11355,low income,A,QUEENS,Korean,8.74
11355,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.2
11355,low income,A,QUEENS,Middle Eastern,9.67
11355,low income,A,QUEENS,Other,8.33
11355,low income,A,QUEENS,Pakistani,9.5
11355,low income,A,QUEENS,Pizza,9.28
11355,low income,A,QUEENS,Pizza/Italian,8.25
11355,low income,A,QUEENS,Sandwiches,8.14
11355,low income,A,QUEENS,Seafood,10.5
11355,low income,A,QUEENS,Thai,5.0
11355,low income,A,QUEENS,Vegetarian,9.0
11355,low income,A,QUEENS,Vietnamese/Cambodian/Malaysia,10.43
11355,low income,B,QUEENS,Afghan,16.0
11355,low income,B,QUEENS,American,18.67
11355,low income,B,QUEENS,Asian,22.0
11355,low income,B,QUEENS,Bakery,19.25
11355,low income,B,QUEENS,Chinese,20.42
11355,low income,B,QUEENS,Indian,15.0
11355,low income,B,QUEENS,Korean,21.18
11355,low income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.33
11355,low income,B,QUEENS,Other,25.0
11355,low income,B,QUEENS,Pakistani,21.0
11355,low income,B,QUEENS,Sandwiches,20.0
11355,low income,B,QUEENS,Vegetarian,25.0
11355,low income,B,QUEENS,Vietnamese/Cambodian/Malaysia,19.5
11355,low income,C,QUEENS,Caf̩/Coffee/Tea,56.0
11355,low income,C,QUEENS,Chinese,28.6
11355,low income,C,QUEENS,Korean,39.0
11355,low income,C,QUEENS,Pakistani,4.0
11355,low income,C,QUEENS,Sandwiches,32.0
11355,low income,P,QUEENS,Bakery,2.0
11355,low income,P,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",0.0
11355,low income,P,QUEENS,Chinese,5.17
11355,low income,P,QUEENS,Korean,2.0
11355,low income,P,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.0
11355,low income,P,QUEENS,Other,2.0
11355,low income,Z,QUEENS,American,7.0
11355,low income,Z,QUEENS,Bakery,52.0
11355,low income,Z,QUEENS,Chinese,18.5
11355,medium income,A,QUEENS,American,9.4
11355,medium income,A,QUEENS,Asian,6.33
11355,medium income,A,QUEENS,Bakery,9.88
11355,medium income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",1.0
11355,medium income,A,QUEENS,Caf̩/Coffee/Tea,8.43
11355,medium income,A,QUEENS,Chinese,10.46
11355,medium income,A,QUEENS,Donuts,8.5
11355,medium income,A,QUEENS,Korean,8.26
11355,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.3
11355,medium income,A,QUEENS,Middle Eastern,9.75
11355,medium income,A,QUEENS,Pizza/Italian,8.25
11355,medium income,A,QUEENS,Seafood,9.0
11355,medium income,B,QUEENS,American,18.5
11355,medium income,B,QUEENS,Bakery,18.75
11355,medium income,B,QUEENS,Chinese,20.68
11355,medium income,B,QUEENS,Korean,20.12
11355,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.0
11355,medium income,B,QUEENS,Other,25.0
11355,medium income,C,QUEENS,Caf̩/Coffee/Tea,56.0
11355,medium income,C,QUEENS,Chinese,23.67
11355,medium income,C,QUEENS,Korean,39.0
11355,medium income,P,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",0.0
11355,medium income,P,QUEENS,Chinese,6.5
11355,medium income,Z,QUEENS,American,7.0
11355,medium income,Z,QUEENS,Bakery,52.0
11355,medium income,Z,QUEENS,Chinese,0.0
11356,low income,A,QUEENS,Bakery,0.0
11356,low income,A,QUEENS,"Bottled beverages, including water, sodas, juices, etc.",10.67
11356,low income,A,QUEENS,Brazilian,7.0
11356,low income,A,QUEENS,Caf̩/Coffee/Tea,0.0
11356,low income,A,QUEENS,Chinese,10.25
11356,low income,A,QUEENS,Filipino,5.33
11356,low income,A,QUEENS,Italian,9.75
11356,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.83
11356,low income,A,QUEENS,Mexican,10.0
11356,low income,A,QUEENS,Pizza/Italian,8.33
11356,low income,A,QUEENS,Sandwiches,8.67
11356,low income,A,QUEENS,Spanish,9.67
11356,low income,B,QUEENS,Chinese,26.0
11356,low income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17.0
11356,low income,B,QUEENS,Sandwiches,16.0
11356,low income,B,QUEENS,Spanish,24.5
11356,medium income,A,QUEENS,American,8.5
11356,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.0
11356,medium income,A,QUEENS,Chinese,10.57
11356,medium income,A,QUEENS,Delicatessen,9.14
11356,medium income,A,QUEENS,Hamburgers,6.88
11356,medium income,A,QUEENS,Japanese,10.0
11356,medium income,A,QUEENS,Pizza/Italian,10.6
11356,medium income,A,QUEENS,Sandwiches,8.0
11356,medium income,B,QUEENS,Chinese,16.33
11356,medium income,B,QUEENS,Delicatessen,23.0
11356,medium income,B,QUEENS,Pizza/Italian,17.0
11356,medium income,Z,QUEENS,Sandwiches,19.0
11357,low income,A,QUEENS,American,9.09
11357,low income,A,QUEENS,Bakery,8.2
11357,low income,A,QUEENS,Caf̩/Coffee/Tea,8.0
11357,low income,A,QUEENS,Delicatessen,10.4
11357,low income,A,QUEENS,Greek,9.67
11357,low income,A,QUEENS,Italian,10.0
11357,low income,A,QUEENS,Japanese,13.0
11357,low income,A,QUEENS,Pizza,9.6
11357,low income,A,QUEENS,Sandwiches,9.33
11357,low income,A,QUEENS,Spanish,9.0
11357,low income,B,QUEENS,Greek,17.33
11357,low income,C,QUEENS,Sandwiches,28.0
11357,medium income,A,QUEENS,American,8.97
11357,medium income,A,QUEENS,Asian,11.0
11357,medium income,A,QUEENS,Bagels/Pretzels,9.0
11357,medium income,A,QUEENS,Bakery,9.22
11357,medium income,A,QUEENS,Caf̩/Coffee/Tea,8.0
11357,medium income,A,QUEENS,Caribbean,2.0
11357,medium income,A,QUEENS,Chinese,9.12
11357,medium income,A,QUEENS,Chinese/Japanese,10.5
11357,medium income,A,QUEENS,Delicatessen,9.0
11357,medium income,A,QUEENS,Donuts,6.86
11357,medium income,A,QUEENS,German,10.5
11357,medium income,A,QUEENS,Greek,8.92
11357,medium income,A,QUEENS,Hamburgers,11.75
11357,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",8.0
11357,medium income,A,QUEENS,Italian,9.94
11357,medium income,A,QUEENS,Japanese,11.17
11357,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",12.0
11357,medium income,A,QUEENS,Pizza,8.84
11357,medium income,A,QUEENS,Pizza/Italian,7.0
11357,medium income,A,QUEENS,Sandwiches,7.29
11357,medium income,A,QUEENS,Spanish,9.0
11357,medium income,B,QUEENS,American,21.0
11357,medium income,B,QUEENS,Chinese,20.8
11357,medium income,B,QUEENS,Chinese/Japanese,17.0
11357,medium income,B,QUEENS,Greek,17.33
11357,medium income,B,QUEENS,Pizza/Italian,22.0
11357,medium income,C,QUEENS,American,70.0
11357,medium income,C,QUEENS,Chinese,4.0
11357,medium income,C,QUEENS,Hamburgers,37.0
11357,medium income,C,QUEENS,Sandwiches,28.0
11358,medium income,A,QUEENS,American,8.89
11358,medium income,A,QUEENS,Asian,9.8
11358,medium income,A,QUEENS,Bakery,9.38
11358,medium income,A,QUEENS,Caf̩/Coffee/Tea,9.25
11358,medium income,A,QUEENS,Chicken,9.89
11358,medium income,A,QUEENS,Chinese,8.25
11358,medium income,A,QUEENS,Chinese/Japanese,11.8
11358,medium income,A,QUEENS,Donuts,5.38
11358,medium income,A,QUEENS,Greek,10.38
11358,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",6.14
11358,medium income,A,QUEENS,Italian,9.0
11358,medium income,A,QUEENS,Japanese,9.59
11358,medium income,A,QUEENS,Korean,9.45
11358,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0
11358,medium income,A,QUEENS,Mediterranean,10.25
11358,medium income,A,QUEENS,Mexican,6.75
11358,medium income,A,QUEENS,Middle Eastern,9.1
11358,medium income,A,QUEENS,Other,10.0
11358,medium income,A,QUEENS,Pizza,10.75
11358,medium income,A,QUEENS,Pizza/Italian,10.75
11358,medium income,A,QUEENS,Sandwiches,9.5
11358,medium income,A,QUEENS,Spanish,8.5
11358,medium income,A,QUEENS,Tex-Mex,9.33
11358,medium income,A,QUEENS,Thai,12.0
11358,medium income,B,QUEENS,Caf̩/Coffee/Tea,15.0
11358,medium income,B,QUEENS,Chicken,17.0
11358,medium income,B,QUEENS,Chinese,18.0
11358,medium income,B,QUEENS,Donuts,19.0
11358,medium income,B,QUEENS,Japanese,19.67
11358,medium income,B,QUEENS,Korean,21.92
11358,medium income,B,QUEENS,Mediterranean,15.0
11358,medium income,B,QUEENS,Pizza,22.0
11358,medium income,B,QUEENS,Spanish,20.5
11358,medium income,C,QUEENS,Japanese,5.0
11358,medium income,C,QUEENS,Korean,43.25
11358,medium income,P,QUEENS,Caf̩/Coffee/Tea,0.0
11358,medium income,P,QUEENS,Korean,8.0
11358,medium income,Z,QUEENS,American,27.0
11358,medium income,Z,QUEENS,Korean,15.0
11360,medium income,A,QUEENS,American,9.66
11360,medium income,A,QUEENS,Asian,12.5
11360,medium income,A,QUEENS,Delicatessen,10.0
11360,medium income,A,QUEENS,Hamburgers,6.67
11360,medium income,A,QUEENS,Italian,9.86
11360,medium income,A,QUEENS,Jewish/Kosher,9.0
11360,medium income,A,QUEENS,Pizza/Italian,9.12
11360,medium income,A,QUEENS,Steak,10.0
11360,medium income,B,QUEENS,Hamburgers,20.0
11360,medium income,B,QUEENS,Italian,19.5
11360,medium income,B,QUEENS,Steak,20.0
11360,medium income,C,QUEENS,Delicatessen,9.0
11361,low income,A,QUEENS,American,10.25
11361,low income,A,QUEENS,Irish,11.0
11361,low income,B,QUEENS,American,17.5
11361,medium income,A,QUEENS,American,9.45
11361,medium income,A,QUEENS,Asian,8.38
11361,medium income,A,QUEENS,Bakery,9.69
11361,medium income,A,QUEENS,Caf̩/Coffee/Tea,7.93
11361,medium income,A,QUEENS,Chicken,13.0
11361,medium income,A,QUEENS,Chinese,8.45
11361,medium income,A,QUEENS,Donuts,7.2
11361,medium income,A,QUEENS,French,10.14
11361,medium income,A,QUEENS,Greek,9.81
11361,medium income,A,QUEENS,Hamburgers,8.08
11361,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",9.29
11361,medium income,A,QUEENS,Indian,9.29
11361,medium income,A,QUEENS,Irish,10.44
11361,medium income,A,QUEENS,Italian,8.56
11361,medium income,A,QUEENS,Japanese,9.9
11361,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",7.0
11361,medium income,A,QUEENS,Korean,9.71
11361,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.5
11361,medium income,A,QUEENS,Mexican,8.25
11361,medium income,A,QUEENS,Peruvian,11.67
11361,medium income,A,QUEENS,Pizza,8.15
11361,medium income,A,QUEENS,Pizza/Italian,10.2
11361,medium income,A,QUEENS,Sandwiches,7.86
11361,medium income,A,QUEENS,Sandwiches/Salads/Mixed Buffet,6.8
11361,medium income,A,QUEENS,Steak,11.5
11361,medium income,A,QUEENS,Tex-Mex,9.86
11361,medium income,A,QUEENS,Thai,9.21
11361,medium income,A,QUEENS,Vietnamese/Cambodian/Malaysia,11.4
11361,medium income,B,QUEENS,American,17.44
11361,medium income,B,QUEENS,Chinese,18.25
11361,medium income,B,QUEENS,French,23.0
11361,medium income,B,QUEENS,Greek,24.0
11361,medium income,B,QUEENS,Hamburgers,15.0
11361,medium income,B,QUEENS,Indian,16.0
11361,medium income,B,QUEENS,Italian,18.25
11361,medium income,B,QUEENS,Japanese,18.0
11361,medium income,B,QUEENS,Korean,23.0
11361,medium income,B,QUEENS,Mexican,23.0
11361,medium income,B,QUEENS,Peruvian,27.0
11361,medium income,B,QUEENS,Pizza,21.0
11361,medium income,B,QUEENS,Sandwiches/Salads/Mixed Buffet,17.0
11361,medium income,B,QUEENS,Steak,18.0
11361,medium income,B,QUEENS,Tex-Mex,19.0
11361,medium income,C,QUEENS,Korean,37.0
11361,medium income,C,QUEENS,Mexican,52.0
11361,medium income,Z,QUEENS,American,28.0
11361,medium income,Z,QUEENS,Chinese,17.0
11361,medium income,Z,QUEENS,Pizza,2.0
11361,medium income,Z,QUEENS,Sandwiches/Salads/Mixed Buffet,2.0
11361,medium income,Z,QUEENS,Tex-Mex,25.0
11362,medium income,A,QUEENS,American,6.33
11362,medium income,A,QUEENS,Asian,11.33
11362,medium income,A,QUEENS,Bagels/Pretzels,9.2
11362,medium income,A,QUEENS,Bakery,8.75
11362,medium income,A,QUEENS,Caf̩/Coffee/Tea,8.0
11362,medium income,A,QUEENS,Chinese,10.5
11362,medium income,A,QUEENS,Donuts,9.0
11362,medium income,A,QUEENS,French,11.67
11362,medium income,A,QUEENS,Greek,11.0
11362,medium income,A,QUEENS,Hamburgers,9.5
11362,medium income,A,QUEENS,Italian,8.12
11362,medium income,A,QUEENS,Japanese,8.42
11362,medium income,A,QUEENS,Korean,10.0
11362,medium income,A,QUEENS,Peruvian,8.4
11362,medium income,A,QUEENS,Pizza,8.5
11362,medium income,A,QUEENS,Pizza/Italian,12.0
11362,medium income,A,QUEENS,Spanish,10.33
11362,medium income,A,QUEENS,Thai,9.0
11362,medium income,A,QUEENS,Turkish,8.0
11362,medium income,A,QUEENS,Vietnamese/Cambodian/Malaysia,11.0
11362,medium income,B,QUEENS,Chinese,25.0
11362,medium income,B,QUEENS,Greek,15.0
11362,medium income,B,QUEENS,Hamburgers,17.0
11362,medium income,B,QUEENS,Italian,14.0
11362,medium income,B,QUEENS,Japanese,23.5
11362,medium income,B,QUEENS,Korean,21.67
11362,medium income,B,QUEENS,Vietnamese/Cambodian/Malaysia,19.0
11362,medium income,C,QUEENS,Asian,33.0
11362,medium income,C,QUEENS,Chinese,40.0
11362,medium income,C,QUEENS,Korean,45.5
11362,medium income,C,QUEENS,Spanish,29.0
11363,medium income,A,QUEENS,American,11.33
11364,medium income,A,QUEENS,American,12.0
11364,medium income,A,QUEENS,Asian,9.8
11364,medium income,A,QUEENS,Bakery,10.33
11364,medium income,A,QUEENS,Chinese,8.88
11364,medium income,A,QUEENS,Delicatessen,8.67
11364,medium income,A,QUEENS,Italian,9.0
11364,medium income,A,QUEENS,Tex-Mex,9.2
11364,medium income,B,QUEENS,Chinese,26.0
11365,low income,A,QUEENS,American,8.0
11365,low income,A,QUEENS,Chinese,8.0
11365,low income,A,QUEENS,Delicatessen,8.75
11365,low income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",7.75
11365,low income,A,QUEENS,Pizza/Italian,10.33
11365,medium income,A,QUEENS,Chinese,12.0
11365,medium income,A,QUEENS,Italian,10.6
11365,medium income,A,QUEENS,Pizza,8.57
11365,medium income,B,QUEENS,Chinese,21.0
11366,low income,A,QUEENS,American,7.75
11366,low income,A,QUEENS,Asian,10.0
11366,low income,A,QUEENS,Chinese,9.5
11366,low income,A,QUEENS,Spanish,10.75
11366,low income,B,QUEENS,American,17.0
11367,low income,A,QUEENS,Afghan,8.88
11367,low income,A,QUEENS,American,7.31
11367,low income,A,QUEENS,Asian,10.67
11367,low income,A,QUEENS,Chinese,9.43
11367,low income,A,QUEENS,Continental,10.8
11367,low income,A,QUEENS,Delicatessen,11.5
11367,low income,A,QUEENS,Donuts,9.4
11367,low income,A,QUEENS,Hamburgers,10.0
11367,low income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",8.0
11367,low income,A,QUEENS,Jewish/Kosher,10.32
11367,low income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.67
11367,low income,A,QUEENS,Mediterranean,12.0
11367,low income,A,QUEENS,Other,11.0
11367,low income,A,QUEENS,Pizza,9.5
11367,low income,A,QUEENS,Pizza/Italian,10.5
11367,low income,A,QUEENS,Sandwiches,8.2
11367,low income,B,QUEENS,Asian,27.0
11367,low income,B,QUEENS,Chinese,23.0
11367,low income,B,QUEENS,Continental,26.0
11367,low income,B,QUEENS,Jewish/Kosher,19.0
11367,low income,B,QUEENS,Sandwiches,17.5
11367,low income,C,QUEENS,Delicatessen,34.0
11367,low income,C,QUEENS,Jewish/Kosher,9.0
11367,low income,C,QUEENS,Sandwiches,29.0
11367,low income,P,QUEENS,Continental,9.0
11367,low income,P,QUEENS,Jewish/Kosher,9.0
11367,low income,P,QUEENS,Sandwiches,6.0
11367,low income,Z,QUEENS,Afghan,2.0
11367,low income,Z,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21.0
11367,low income,Z,QUEENS,Mediterranean,2.0
11367,medium income,A,QUEENS,American,3.75
11367,medium income,A,QUEENS,Asian,10.67
11367,medium income,A,QUEENS,Chinese,5.33
11367,medium income,A,QUEENS,Jewish/Kosher,10.0
11367,medium income,A,QUEENS,Other,11.0
11367,medium income,A,QUEENS,Pizza,8.75
11367,medium income,A,QUEENS,Vegetarian,10.0
11367,medium income,B,QUEENS,Asian,27.0
11367,medium income,B,QUEENS,Chinese,21.0
11367,medium income,B,QUEENS,Jewish/Kosher,18.67
11367,medium income,C,QUEENS,Jewish/Kosher,9.0
11367,medium income,P,QUEENS,Jewish/Kosher,9.0
11368,medium income,A,QUEENS,American,9.67
11368,medium income,A,QUEENS,Bakery,8.11
11368,medium income,A,QUEENS,Brazilian,7.0
11368,medium income,A,QUEENS,Caf̩/Coffee/Tea,3.75
11368,medium income,A,QUEENS,Caribbean,12.67
11368,medium income,A,QUEENS,Chilean,13.0
11368,medium income,A,QUEENS,Chinese,8.24
11368,medium income,A,QUEENS,Delicatessen,10.0
11368,medium income,A,QUEENS,Hamburgers,10.5
11368,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",8.08
11368,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.47
11368,medium income,A,QUEENS,Mexican,10.36
11368,medium income,A,QUEENS,Other,11.33
11368,medium income,A,QUEENS,Peruvian,9.25
11368,medium income,A,QUEENS,Pizza,6.55
11368,medium income,A,QUEENS,Seafood,11.33
11368,medium income,A,QUEENS,Spanish,9.18
11368,medium income,B,QUEENS,American,22.0
11368,medium income,B,QUEENS,Bakery,20.0
11368,medium income,B,QUEENS,Caribbean,22.0
11368,medium income,B,QUEENS,Chinese,24.0
11368,medium income,B,QUEENS,Delicatessen,23.0
11368,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",19.06
11368,medium income,B,QUEENS,Mexican,19.62
11368,medium income,B,QUEENS,Peruvian,14.0
11368,medium income,B,QUEENS,Spanish,19.0
11368,medium income,C,QUEENS,Caribbean,36.0
11368,medium income,C,QUEENS,Chilean,44.0
11368,medium income,C,QUEENS,Delicatessen,7.0
11368,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",30.0
11368,medium income,C,QUEENS,Spanish,32.0
11368,medium income,P,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.0
11368,medium income,P,QUEENS,Mexican,2.0
11368,medium income,Z,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1.0
11368,medium income,Z,QUEENS,Mexican,24.0
11368,medium income,Z,QUEENS,Pizza,4.0
11368,medium income,Z,QUEENS,Spanish,23.0
11369,medium income,A,QUEENS,American,10.33
11369,medium income,B,QUEENS,American,26.5
11372,high income,A,QUEENS,Bakery,10.4
11372,high income,A,QUEENS,Hamburgers,7.0
11372,high income,A,QUEENS,Pakistani,9.25
11372,medium income,A,QUEENS,American,9.68
11372,medium income,A,QUEENS,Bagels/Pretzels,9.22
11372,medium income,A,QUEENS,Bakery,9.28
11372,medium income,A,QUEENS,Bangladeshi,9.5
11372,medium income,A,QUEENS,Caf̩/Coffee/Tea,9.1
11372,medium income,A,QUEENS,Chicken,10.12
11372,medium income,A,QUEENS,Chinese,8.88
11372,medium income,A,QUEENS,Chinese/Japanese,11.33
11372,medium income,A,QUEENS,Continental,8.0
11372,medium income,A,QUEENS,Delicatessen,11.0
11372,medium income,A,QUEENS,Donuts,10.08
11372,medium income,A,QUEENS,Hamburgers,8.33
11372,medium income,A,QUEENS,"Ice Cream, Gelato, Yogurt, Ices",5.89
11372,medium income,A,QUEENS,Indian,10.0
11372,medium income,A,QUEENS,Italian,11.0
11372,medium income,A,QUEENS,Japanese,8.6
11372,medium income,A,QUEENS,"Juice, Smoothies, Fruit Salads",8.33
11372,medium income,A,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.8
11372,medium income,A,QUEENS,Mexican,9.5
11372,medium income,A,QUEENS,Middle Eastern,11.6
11372,medium income,A,QUEENS,Other,13.0
11372,medium income,A,QUEENS,Pakistani,10.5
11372,medium income,A,QUEENS,Pancakes/Waffles,9.0
11372,medium income,A,QUEENS,Peruvian,9.12
11372,medium income,A,QUEENS,Pizza,9.63
11372,medium income,A,QUEENS,Pizza/Italian,11.0
11372,medium income,A,QUEENS,Sandwiches,7.12
11372,medium income,A,QUEENS,Seafood,3.0
11372,medium income,A,QUEENS,Spanish,9.59
11372,medium income,A,QUEENS,Tex-Mex,9.5
11372,medium income,A,QUEENS,Thai,9.89
11372,medium income,B,QUEENS,American,20.83
11372,medium income,B,QUEENS,Bakery,18.6
11372,medium income,B,QUEENS,Chinese,23.5
11372,medium income,B,QUEENS,Delicatessen,21.0
11372,medium income,B,QUEENS,Indian,18.17
11372,medium income,B,QUEENS,Japanese,14.0
11372,medium income,B,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.0
11372,medium income,B,QUEENS,Mexican,19.5
11372,medium income,B,QUEENS,Peruvian,18.6
11372,medium income,B,QUEENS,Pizza,19.14
11372,medium income,B,QUEENS,Spanish,17.33
11372,medium income,C,QUEENS,American,31.0
11372,medium income,C,QUEENS,Bakery,43.0
11372,medium income,C,QUEENS,Bangladeshi,33.0
11372,medium income,C,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",29.83
11372,medium income,C,QUEENS,Middle Eastern,3.0
11372,medium income,C,QUEENS,Peruvian,39.0
11372,medium income,C,QUEENS,Spanish,31.0
11372,medium income,P,QUEENS,Bakery,4.0
11372,medium income,P,QUEENS,Chinese,5.5
11372,medium income,P,QUEENS,Peruvian,2.0
11372,medium income,P,QUEENS,Pizza,9.0
11372,medium income,Z,QUEENS,American,7.0
11372,medium income,Z,QUEENS,Bangladeshi,26.0
11372,medium income,Z,QUEENS,Indian,21.0
11372,medium income,Z,QUEENS,Mexican,36.0
11372,medium income,Z,QUEENS,Peruvian,35.0
11372,medium income,Z,QUEENS,Pizza,32.0
11373,high income,A,QUEENS,American,7.78
11373,high income,A,QUEENS,Asian,9.45
11373,high income,A,QUEENS,Bakery,9.36
