DBA,STREET,INCOME_LEVEL,BOROUGH,ZIPCODE,CUISINE_DESCRIPTION,SCORE,GRADE
MR V'S PIZZA CAFE,ARTHUR KILL ROAD,medium income,Staten Island,10309,Pizza,11,A
REY'S SMOOTHIE,JEROME AVENUE,low income,Bronx,10452,"Juice, Smoothies, Fruit Salads",11,A
SENN THAI COMFORT FOOD,AMSTERDAM AVENUE,high income,Manhattan,10024,Thai,25,B
FRANKIES DOGS ON THE GO,VANDERBILT AVENUE,high income,Manhattan,10017,Hotdogs,10,A
SINIGUAL,3 AVENUE,high income,Manhattan,10017,Mexican,10,A
IG NIGHT,FOWLER AVE,low income,Queens,11355,Chinese,9,A
FUSHA FUSION,1 AVENUE,high income,Manhattan,10022,Asian/Asian Fusion,27,B
STARBUCKS,LAFAYETTE STREET,high income,Manhattan,10013,Coffee/Tea,12,A
SERAFINA TRIBECA,READE STREET,high income,Manhattan,10013,Italian,13,A
BAO BY KAYA,LEXINGTON AVENUE,high income,Manhattan,10022,Italian,7,A
BANH MI ZON,EAST    6 STREET,medium income,Manhattan,10009,Asian/Asian Fusion,19,B
AJISEN RAMEN,MOTT STREET,high income,Manhattan,10013,Japanese,9,A
CHUN YANG,41ST AVE,low income,Queens,11355,Coffee/Tea,7,A
BEACON THEATRE WINDOW BAR 2ND,BROADWAY,high income,Manhattan,10023,American,2,A
1 BANANA QUEEN,EAST MT EDEN AVENUE,low income,Bronx,10452,"Juice, Smoothies, Fruit Salads",9,A
PHO BANG RESTAURANT,MOTT STREET,high income,Manhattan,10013,Southeast Asian,9,A
JOE'S STEAM RICE ROLL,CANAL STREET,high income,Manhattan,10013,Chinese,5,A
FRIEDMAN'S,WEST   72 STREET,high income,Manhattan,10023,American,27,B
OUTBACK STEAKHOUSE,BELL BOULEVARD,medium income,Queens,11360,Steakhouse,12,A
MEERA DELI,44 DRIVE,medium income,Queens,11101,Sandwiches,7,A
BOBA GUYS,CANAL STREET,high income,Manhattan,10013,Coffee/Tea,3,A
BOQUERIA,2 AVENUE,high income,Manhattan,10075,Tapas,13,A
SUBWAY,BROADWAY,high income,Manhattan,10033,Sandwiches,3,A
HONG KONG CAFE CHINESE RESTAURANT,FRANKLIN AVENUE,medium income,Brooklyn,11238,Chinese,7,A
LUCYS,AVENUE A,medium income,Manhattan,10009,American,12,A
IVY JUICE BAR & DELI INC,EAST  149 STREET,low income,Bronx,10455,"Juice, Smoothies, Fruit Salads",13,A
MORENA RESTAURANT,EAST  163 STREET,low income,Bronx,10459,Spanish,12,A
FRESH DIRECT CAFETERIA,SAINT ANNS AVENUE,low income,Bronx,10454,American,10,A
ED'S ELBOW ROOM,EAST   78 STREET,high income,Manhattan,10075,American,5,A
CHIPOTLE MEXICAN GRILL,BROADWAY,high income,Manhattan,10012,Tex-Mex,10,A
TRIBECA GRILL,GREENWICH STREET,high income,Manhattan,10013,American,9,A
LE REVEIL COFFEE SHOP,2 AVENUE,high income,Manhattan,10021,Coffee/Tea,8,A
Sushi Kaito,WEST   72 STREET,high income,Manhattan,10023,Japanese,7,A
APPLE GOURMET,BROADWAY,high income,Manhattan,10007,American,20,B
3D'S LEGACY SALAD & GRILL,MORRIS PARK AVENUE,low income,Bronx,10460,Soups/Salads/Sandwiches,26,B
LIN'S GARDEN,EAST  170 STREET,low income,Bronx,10456,Chinese,11,A
EVE'S LOUNGE,WASHINGTON AVENUE,medium income,Brooklyn,11238,American,7,A
CELESTE,AMSTERDAM AVENUE,high income,Manhattan,10024,Italian,11,A
YUN'S BEST KITCHEN,KISSENA BLVD,low income,Queens,11355,Chinese,9,A
JOE & THE JUICE,LEXINGTON AVENUE,high income,Manhattan,10021,Coffee/Tea,13,A
FIVE MILE STONE,2 AVENUE,high income,Manhattan,10028,American,12,A
TALLGRASS BURGER,1 AVENUE,medium income,Manhattan,10009,Hamburgers,9,A
GREEN GARDEN,154TH ST,medium income,Queens,11357,Chinese,10,A
SUBWAY,3 AVENUE,high income,Manhattan,10022,Sandwiches,12,A
AMBASSADOR FOOD SERVICES,38 AVENUE,medium income,Queens,11101,American,12,A
FELICE 64 WINE BAR,1 AVENUE,high income,Manhattan,10065,Italian,9,A
PENG'S NOODLE FOLK,1 AVENUE,high income,Manhattan,10028,Asian/Asian Fusion,7,A
LAO CHAO BUNS,BOWNE ST,low income,Queens,11355,Chinese,9,A
LIOLA,149TH ST,medium income,Queens,11357,Italian,9,A
BOX KITE COFFEE,WEST   72 STREET,high income,Manhattan,10023,Coffee/Tea,10,A
BOBBY VAN'S STEAKHOUSE,EAST   54 STREET,high income,Manhattan,10022,Steakhouse,10,A
THE JEFFREY,EAST   60 STREET,high income,Manhattan,10022,American,24,B
ST REGIS NEW YORK - 20TH FLOOR ROOF BALLROOM,EAST   55 STREET,high income,Manhattan,10022,American,12,A
CASA ADELA RESTAURANT,AVENUE C,medium income,Manhattan,10009,Latin American,10,A
SIMPSON THACHER AND BARTLET CAFE,LEXINGTON AVENUE,high income,Manhattan,10017,American,5,A
COCO ROOSTER,MAIN ST,low income,Queens,11355,Chinese,7,A
LITTLE ITALY PIZZA,5 AVENUE,high income,Manhattan,10017,Pizza,10,A
PASTELES CAPY,EAST  149 STREET,low income,Bronx,10455,Bakery Products/Desserts,5,A
AU ZA'ATAR,AVENUE A,medium income,Manhattan,10009,American,8,A
SUBWAY,BOSTON ROAD,low income,Bronx,10467,Sandwiches,5,A
SISTINA,EAST   81 STREET,high income,Manhattan,10028,Italian,8,A
JOJO PIZZA #2,EAST  180 STREET,low income,Bronx,10460,Pizza,10,A
DA CAPO,COLUMBUS AVENUE,high income,Manhattan,10023,Italian,13,A
THE MILL COFFEE HOUSE,11TH ST,medium income,Queens,11101,Coffee/Tea,7,A
KOREAN EXPRESS,LEXINGTON AVENUE,high income,Manhattan,10065,Korean,10,A
DUNKIN',3 AVENUE,low income,Bronx,10455,Donuts,5,A
LA MIRABELLE RESTAURANT,WEST   86 STREET,high income,Manhattan,10024,French,15,B
AMAZE FUSION & LOUNGE,3 AVENUE,high income,Manhattan,10017,Asian/Asian Fusion,12,C
FORDHAM U - ARGO TEA,WEST   62 STREET,high income,Manhattan,10023,Coffee/Tea,5,A
LA NONNA,MULBERRY STREET,high income,Manhattan,10013,Italian,7,A
HEARTLAND BAGELS 11,ROSSVILLE AVENUE,medium income,Staten Island,10309,Coffee/Tea,12,A
VERITABLE,2 AVENUE,high income,Manhattan,10065,American,10,A
LILI MEXICAN RESTAURANT,EAST  138 STREET,low income,Bronx,10454,Mexican,27,B
TOAD HALL,GRAND STREET,high income,Manhattan,10013,American,4,A
STARBUCKS,WORTH STREET,high income,Manhattan,10013,Coffee/Tea,4,A
HUNKY DORY,FRANKLIN AVENUE,medium income,Brooklyn,11238,American,9,A
JOE AND THE JUICE,3 AVENUE,high income,Manhattan,10017,"Juice, Smoothies, Fruit Salads",33,C
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Manhattan,10013,Chinese,13,A
SPICE,1 AVENUE,high income,Manhattan,10075,Thai,23,B
PARADISE CAFE NY RESTAURANT,OGDEN AVENUE,low income,Bronx,10452,Spanish,11,A
QDOBA MEXICAN EATS,WOODROW ROAD,medium income,Staten Island,10309,Mexican,12,A
STARBUCKS,BROADWAY,high income,Manhattan,10024,Coffee/Tea,5,A
BALDOR SPECIALTY FOODS,FOOD CENTER DRIVE,low income,Bronx,10474,Caribbean,9,A
FOREST HILLS INDIAN CUISINE,YELLOWSTONE BLVD,medium income,Queens,11375,Indian,3,P
NY FISH HOUSE & CRISPY CHICKEN,EAST  170 STREET,low income,Bronx,10452,Chicken,30,C
PEKING DUCK HOUSE,EAST   53 STREET,high income,Manhattan,10022,Chinese,9,A
NICE PIZZA,FRANKLIN AVENUE,medium income,Brooklyn,11238,Pizza,8,A
THE LITTLE BEET,PARK AVENUE,high income,Manhattan,10022,American,12,A
STARBUCKS,BROADWAY,high income,Queens,11106,Coffee/Tea,3,A
DP RIVERSIDE GRILL,POWELLS COVE BOULEVARD,medium income,Queens,11357,Mediterranean,4,A
NUHMA,GREENPOINT AVENUE,medium income,Queens,11101,American,7,A
CAFFE PALERMO,MULBERRY STREET,high income,Manhattan,10013,Italian,11,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Queens,11357,Bakery Products/Desserts,5,A
THE BEST ITALIAN PIZZA,EAST  149 STREET,low income,Bronx,10455,Pizza,10,A
CASABLANCA GRILL,1 AVENUE,high income,Manhattan,10065,Moroccan,37,C
WO HOP 17,MOTT STREET,high income,Manhattan,10013,Chinese,5,A
NEW SHANGHAI DELUXE,MOTT STREET,high income,Manhattan,10013,Chinese,18,B
MARUZZELLA,FIRST AVENUE,high income,Manhattan,10075,Italian,13,A
HOMETOWN HOTPOT & BBQ,GRAND STREET,high income,Manhattan,10013,Chinese,10,A
YAKINIKU GEN,EAST   52 STREET,high income,Manhattan,10022,Japanese,38,Z
PROLETARIAT NY,ST MARKS PLACE,medium income,Manhattan,10009,American,2,A
GROUP M,GREENWICH STREET,high income,Manhattan,10007,American,12,A
KFC,EAST  149 STREET,low income,Bronx,10455,Chicken,3,A
O'SIDES,OGDEN AVENUE,low income,Bronx,10452,Spanish,13,A
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,Staten Island,10309,American,2,C
NEW CAMERON BAKERY,CANAL STREET,high income,Manhattan,10013,Chinese,13,A
SMILE TO GO,HOWARD STREET,high income,Manhattan,10013,American,7,A
LUCKY HOUSE CHINESE RESTAURANT,EAST TREMONT AVENUE,low income,Bronx,10460,Chinese,9,A
SUBWAY,BOSTON ROAD,low income,Bronx,10460,Sandwiches,3,A
TITOS EMPANADAS Y MAS,JEROME AVENUE,low income,Bronx,10452,Latin American,5,Z
POMODORO RISTORANTE,COLUMBUS AVENUE,high income,Manhattan,10023,Italian,13,A
BUTTER LANE,EAST    7 STREET,medium income,Manhattan,10009,Bakery Products/Desserts,12,A
METLIFE EXECUTIVE DINING ROOM,PARK AVE,high income,Manhattan,10017,Continental,5,A
MCDONALD'S,WILLETS POINT BOULEVARD,medium income,Queens,11357,Hamburgers,12,A
VERITABLE,2 AVENUE,high income,Manhattan,10065,American,9,A
DUNKIN',5 AVENUE,high income,Manhattan,10018,Donuts,12,A
MADISON CAFE,EAST BURNSIDE AVENUE,low income,Bronx,10453,American,0,P
LOTTE NEW YORK PALACE -4th floor kitchen,MADISON AVENUE,high income,Manhattan,10022,American,13,A
CICCIO,6 AVENUE,high income,Manhattan,10013,Italian,7,A
SUBWAY,QUEENS BOULEVARD,medium income,Queens,11375,Sandwiches,12,A
CARIDAD RESTAURANT,GRAND CONCOURSE,low income,Bronx,10457,Latin American,9,A
MY MOST FAVORITE FOOD,WEST   72 STREET,high income,Manhattan,10023,Jewish/Kosher,10,A
IL MULINO,GREENWICH STREET,high income,Manhattan,10013,Italian,6,P
PHOENIX,EAST   13 STREET,medium income,Manhattan,10009,American,7,A
YUKA RESTAURANT,2 AVENUE,high income,Manhattan,10028,Japanese,27,B
JUICE PRESS @ EQUINOX,2 AVENUE,high income,Manhattan,10021,"Juice, Smoothies, Fruit Salads",12,A
JACK AND FANNY'S,2 AVENUE,high income,Manhattan,10028,American,9,A
LAMB NOODLE SOUP,MAIN STREET,low income,Queens,11355,Chinese,12,A
BROOKLYN PIZZA MASTERS,1 AVENUE,high income,Manhattan,10022,Pizza,13,A
THE LOCAL,44 AVENUE,medium income,Queens,11101,American,12,A
LA CASA del MARISC,WEBSTER AVENUE,low income,Bronx,10457,Latin American,13,A
SAN MATTEO PIZZERIA E CUCINA,2 AVENUE,high income,Manhattan,10028,Italian,12,A
CIPRIANI 42ND STREET,EAST   42 STREET,high income,Manhattan,10017,Italian,12,A
BOW RAMEN,EAST   45 STREET,high income,Manhattan,10017,Asian/Asian Fusion,44,C
BLINKS DELI & PIZZA,35TH ST,medium income,Queens,11101,Sandwiches/Salads/Mixed Buffet,9,A
PRELUDE CAFE & BAR (ALLICE TULLY HALL),WEST   65 STREET,high income,Manhattan,10023,Coffee/Tea,7,A
AREPA FACTORY,AVENUE A,medium income,Manhattan,10009,Latin American,12,A
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Queens,11355,Chinese,39,C
TAYLOR MADE JAMAICAN EATERY,CLASSON AVENUE,medium income,Brooklyn,11238,Caribbean,5,A
STEINWAY BILLIARD,STEINWAY STREET,medium income,Queens,11101,American,13,A
KENNEDY CHICKEN &SANDWICHES,EAST  167 STREET,low income,Bronx,10452,Chicken,8,A
FELIX,WEST BROADWAY,high income,Manhattan,10013,French,26,B
PLEROMA,EAST   42 STREET,high income,Manhattan,10017,Sandwiches,10,A
TEXAS CHICKEN & BURGERS,WEST BURNSIDE AVENUE,low income,Bronx,10453,Chicken,10,A
LEVULOSA JUICE BAR AND CAFE,WEST BURNSIDE AVENUE,low income,Bronx,10453,"Juice, Smoothies, Fruit Salads",3,A
HANABI,2 AVENUE,high income,Manhattan,10021,Japanese,12,A
KENNEDY FRIED CHICKEN,EAST TREMONT AVENUE,low income,Bronx,10457,Chicken,12,A
BENTON CAFE,EAST   45 STREET,high income,Manhattan,10017,Japanese,4,A
Tamashii Ramen,AUSTIN ST,medium income,Queens,11375,Japanese,7,A
HARBS,3 AVENUE,high income,Manhattan,10075,Japanese,8,A
MCDONALD'S,BRUCKNER BOULEVARD,low income,Bronx,10472,Hamburgers,9,A
LA QUINTA INNS AND SUITES,WEST   71 STREET,high income,Manhattan,10023,American,4,Z
LOVE GARDEN,EAST  180 STREET,low income,Bronx,10460,Chinese,16,B
TAIWAN PORK CHOP HOUSE,DOYERS STREET,high income,Manhattan,10013,Chinese,7,A
LUNETTA PIZZA,1 AVENUE,high income,Manhattan,10065,Pizza,10,A
AUDREY BAKERY & CAFE,CANAL STREET,high income,Manhattan,10013,Bakery Products/Desserts,8,P
ROCKAWAY BEACH GOLF,B  100 STREET,medium income,Queens,11694,American,12,A
THE GRAFTON PUBLIC HOUSE,1 AVENUE,medium income,Manhattan,10009,American,10,A
NEW YORK LUNCHEONETTE,EAST   50 STREET,high income,Manhattan,10022,American,12,A
SCALINATELLA RESTAURANT,EAST   61 STREET,high income,Manhattan,10065,Italian,9,A
SUSHI X,NORTHERN BOULEVARD,medium income,Queens,11101,Japanese,3,P
DANTE'S PIZZA,METROPOLITAN AVENUE,medium income,Queens,11375,Pizza,13,A
SWAGAT,AMSTERDAM AVENUE,high income,Manhattan,10024,Indian,10,A
KIKOO SUSHI,1 AVENUE,medium income,Manhattan,10003,Japanese,13,A
DOUBLE CRISPY BAKERY I,GRAND STREET,high income,Manhattan,10013,Chinese,3,A
CHALAIT,AMSTERDAM AVENUE,high income,Manhattan,10024,Coffee/Tea,2,A
MARYMOUNT COLLEGE NUGENTS CAFE,EAST   71 STREET,high income,Manhattan,10021,American,9,A
FREDDIE & PEPPER'S PIZZA,AMSTERDAM AVENUE,high income,Manhattan,10023,Pizza,11,A
STARBUCKS #48990,SAINT MARKS PLACE,medium income,Manhattan,10009,Coffee/Tea,6,A
LOVE GARDEN,EAST  180 STREET,low income,Bronx,10460,Chinese,10,A
JERUSALEM BAGELS,108TH ST,medium income,Queens,11375,Jewish/Kosher,13,A
CHINA STAR,JEROME AVENUE,low income,Bronx,10453,Chinese,10,A
TONG'S CAFE,MAIN STREET,low income,Queens,11355,Bakery Products/Desserts,12,A
TEXAS CHICKEN & BURGERS,WEST BURNSIDE AVENUE,low income,Bronx,10453,Chicken,7,A
EMPELLON,MADISON AVENUE,high income,Manhattan,10022,Mexican,4,A
TUK TUK,VERNON BLVD,medium income,Queens,11101,Thai,13,A
FRESH & CO,LEXINGTON AVENUE,high income,Manhattan,10028,American,11,A
XING LONG CHINESE RESTUARANT,EAST  169 STREET,low income,Bronx,10456,Chinese,4,A
SANDWICHERIE OF NEW YORK,EAST   42 STREET,high income,Manhattan,10017,American,10,A
KAZUZA,AVENUE A,medium income,Manhattan,10009,Middle Eastern,9,A
VITHAS COFFEE SHOP,LOCUST AVENUE,low income,Bronx,10454,American,11,A
BENITO ONE,MULBERRY STREET,high income,Manhattan,10013,Italian,2,A
COFFEE MONSTER,154TH ST,medium income,Queens,11357,Coffee/Tea,7,A
STARBUCKS,BROADWAY,high income,Manhattan,10023,Coffee/Tea,10,A
SMITH & MILLS,NORTH MOORE STREET,high income,Manhattan,10013,American,20,B
CAFE LAFAYETTE,LAFAYETTE STREET,high income,Manhattan,10013,Sandwiches,10,A
MCDONALD'S,BROADWAY,high income,Manhattan,10038,Hamburgers,13,A
THAI POT,QUEENS BLVD,medium income,Queens,11375,Thai,13,A
SERAFINA GRILL,EAST 61 ST STREET,high income,Manhattan,10065,Italian,13,A
MIMI JAPANESE RESTAURANT,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,7,C
THE WORLD BAR,UNITED NATIONS PLAZA,high income,Manhattan,10017,American,7,A
BOTTEGA RESTAURANT,2 AVENUE,high income,Manhattan,10021,Italian,13,A
KENNEDY FRIED CHICKEN,EAST  174 STREET,low income,Bronx,10472,Chicken,24,B
CITIGROUP EXECUTIVE DINING ROOM,GREENWICH STREET,high income,Manhattan,10013,American,2,A
EAST PALACE,2 AVENUE,high income,Manhattan,10017,Chinese,5,P
LA COLOMBE TORREFACTION,CHURCH STREET,high income,Manhattan,10013,Coffee/Tea,13,A
STARBUCKS,1 AVENUE,medium income,Manhattan,10009,Coffee/Tea,7,A
PROSPECT COFFEE SHOP,PROSPECT AVENUE,low income,Bronx,10459,American,9,A
CARIBBEAN SUNSHINE RESTAURANT,EAST TREMONT AVENUE,low income,Bronx,10460,Caribbean,6,A
CAFE MARGOT PATISSERIE,BROADWAY,high income,Manhattan,10023,Bakery Products/Desserts,5,A
POCO,AVENUE B,medium income,Manhattan,10009,Spanish,13,A
HOP KEE RESTAURANT,MOTT STREET,high income,Manhattan,10013,Chinese,11,A
KIRSH BAKERY AND KITCHEN,AMSTERDAM AVENUE,high income,Manhattan,10024,American,52,C
2ND AVENUE DELI,1 AVENUE,high income,Manhattan,10021,Jewish/Kosher,10,A
BENY'S DELICE,FULTON STREET,medium income,Brooklyn,11238,American,3,A
BASCOM CATERING & EVENTS,GARRISON AVENUE,low income,Bronx,10474,American,8,A
ROSA'S CAFE,38 AVENUE,medium income,Queens,11101,Spanish,18,B
TABERNA 97,SAINT MARKS PLACE,medium income,Manhattan,10009,Portuguese,7,A
FLOWER BROOK MIFEN HOUSE,KISSENA BLVD,low income,Queens,11355,Chinese,7,A
LILI MEXICAN RESTAURANT,EAST  138 STREET,low income,Bronx,10454,Mexican,12,A
PRET A MANGER,PARK AVENUE,high income,Manhattan,10016,Soups/Salads/Sandwiches,6,A
TAUREAU LA SIRENE,BROOME STREET,high income,Manhattan,10013,French,12,A
BAR BOULUD,BROADWAY,high income,Manhattan,10023,French,5,A
TOMI JAZZ,EAST   53 STREET,high income,Manhattan,10022,Japanese,8,A
ROBERTA'S PIZZA,LEXINGTON AVENUE,high income,Manhattan,10022,Pizza,9,A
LOEWS REGENCY BAR AND GRILL,PARK AVENUE,high income,Manhattan,10065,American,11,A
FRESCA PIZZA,EAST  149 STREET,low income,Bronx,10455,Pizza,4,A
EAT ITALIAN,ROSSVILLE AVENUE,medium income,Staten Island,10309,Italian,11,A
HUNTS POINT JUICE BAR & DELI,MANIDA STREET,low income,Bronx,10474,Spanish,30,C
SUBWAY,VANDERBILT AVENUE,high income,Manhattan,10017,Sandwiches,5,A
PARNELL'S PUB,EAST   53 STREET,high income,Manhattan,10022,Irish,11,A
MARYMOUNT COLLEGE NUGENTS CAFE,EAST   71 STREET,high income,Manhattan,10021,American,2,A
REMI FLOWER & COFFEE,2 AVENUE,high income,Manhattan,10017,Coffee/Tea,7,A
LE PAIN QUOTIDIEN,3 AVENUE,high income,Manhattan,10017,Bakery Products/Desserts,12,A
BELLINI,COLUMBUS AVENUE,high income,Manhattan,10024,Italian,7,A
WENDY'S,EAST  149 STREET,low income,Bronx,10455,Sandwiches,8,A
J R SUSHI,WEST BROADWAY,high income,Manhattan,10007,Japanese,26,B
LE PAIN QUOTIDIEN,WEST BROADWAY,high income,Manhattan,10007,French,8,A
AKIMOTO SUSHI,CHURCH STREET,high income,Manhattan,10007,Japanese,11,A
DEVON & BLAKELY,GREENWICH STREET,high income,Manhattan,10007,American,8,A
PAULETTE & DANNY JAMAICAN REST.,GRAND CONCOURSE,low income,Bronx,10453,Caribbean,12,A
SECCHU YOKOTA,EAST    3 STREET,medium income,Manhattan,10009,Japanese,5,A
ANGIOLINA'S RESTAURANT,JEROME AVENUE,low income,Bronx,10452,Spanish,12,A
PARTY WELL RESTAURANT & ORIENTAL BAKERY,41ST AVE,low income,Queens,11355,Korean,10,A
THE MUFFIN CAFE,COLUMBUS AVENUE,high income,Manhattan,10023,Coffee/Tea,2,A
YIN TRADITIONAL HOT POT,JACKSON AVE,medium income,Queens,11101,Chinese,10,A
PANTRY MARKET EATERY,JACKSON AVE,medium income,Queens,11101,Sandwiches/Salads/Mixed Buffet,10,A
WALNUT BUS STOP,EAST  134 STREET,low income,Bronx,10454,American,3,A
MAYA TAQUERIA,VANDERBILT AVENUE,medium income,Brooklyn,11238,Mexican,7,A
JEAN CLAUDE FRENCH BISTRO,2 AVENUE,high income,Manhattan,10021,French,11,A
TAO RESTAURANT,EAST   58 STREET,high income,Manhattan,10022,Asian/Asian Fusion,12,A
BAO BY KAYA,LEXINGTON AVENUE,high income,Manhattan,10022,Italian,2,A
SOMA CAKES NYC,EAST   10 STREET,medium income,Manhattan,10009,Bakery Products/Desserts,5,A
ROSA MEXICANO,FIRST AVENUE,high income,Manhattan,10022,Mexican,12,A
ATOMIC WINGS,1 AVENUE,medium income,Manhattan,10009,Chicken,20,B
BAREBURGER,AUSTIN STREET,medium income,Queens,11375,American,2,A
MUNCHIES,EAST TREMONT AVENUE,low income,Bronx,10457,Hamburgers,12,A
GOTHAM PIZZA,YORK AVENUE,high income,Manhattan,10075,Pizza,10,A
MCDONALD'S,EAST TREMONT AVENUE,low income,Bronx,10457,Hamburgers,3,A
NELLO,MADISON AVENUE,high income,Manhattan,10065,Italian,11,A
KUNG FU LITTLE STEAMED BUNS RAMEN,EAST   55 STREET,high income,Manhattan,10022,Chinese,13,A
DOMINO'S,EAST TREMONT AVENUE,low income,Bronx,10460,Pizza,13,A
ROAST KITCHEN,MADISON AVENUE,high income,Manhattan,10017,Salads,13,A
ABC BEER CO.,AVENUE C,medium income,Manhattan,10009,Sandwiches,9,A
CAFE BLERIOT,EAST   83 STREET,high income,Manhattan,10028,Coffee/Tea,13,A
MAJORELLE,EAST   63 STREET,high income,Manhattan,10065,French,12,A
KISS MY SLICE PIZZA,EAST   57 STREET,high income,Manhattan,10022,Pizza,15,B
El Barrio Burritos,FRANKLIN AVENUE,medium income,Brooklyn,11238,Mexican,13,A
UMI SUSHI BAR & TERIYAKI GRILL,METROPOLITAN AVENUE,medium income,Queens,11375,Japanese,7,A
SOLA PASTA BAR,WEST BROADWAY,high income,Manhattan,10013,Italian,5,A
CAFFE BACIO,3 AVENUE,high income,Manhattan,10021,Coffee/Tea,5,A
DARKHORSE,MURRAY STREET,high income,Manhattan,10007,American,10,A
2A,AVENUE A,medium income,Manhattan,10009,American,10,A
RED HOUSE RESTAURANT,CLAREMONT PARKWAY,low income,Bronx,10457,Chinese,7,A
MASTER GRILL,CYPRESS AVENUE,low income,Bronx,10454,Tex-Mex,11,A
JEFFERIES CAFE (5th Floor),MADISON AVE,high income,Manhattan,10022,American,10,A
SHAKESPEARE & CO,BROADWAY,high income,Manhattan,10023,Coffee/Tea,0,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Bronx,10455,Mexican,3,A
MCDONALD'S,BROADWAY,high income,Manhattan,10023,Hamburgers,13,A
MILLY'S CORNER RESTAURANT AND BAR,LONGWOOD AVENUE,low income,Bronx,10474,Latin American,17,B
VALBELLA MIDTOWN,MADISON AVENUE,high income,Manhattan,10022,Italian,11,A
SABA'S PIZZA,AMSTERDAM AVENUE,high income,Manhattan,10024,Pizza,13,A
PRET A MANGER,PARK AVENUE,high income,Manhattan,10016,American,10,A
FAMOUS SICHUAN,PELL STREET,high income,Manhattan,10013,Chinese,13,A
YIN JI CHANG FEN,BAYARD STREET,high income,Manhattan,10013,Chinese,12,A
LE PAIN QUOTIDIEN,BROADWAY,high income,Manhattan,10023,Coffee/Tea,12,A
INSOMNIA COOKIES,AMSTERDAM AVENUE,high income,Manhattan,10025,Bakery Products/Desserts,8,A
EL NUEVO ROBLE BILLIARDS,EAST  170 STREET,low income,Bronx,10456,Spanish,27,B
MCDONALD'S,3 AVENUE,high income,Manhattan,10035,Hamburgers,13,A
OLYMPIC FLAME DINER,WEST   60 STREET,high income,Manhattan,10023,American,12,A
JOEY PEPPERONI'S PIZZA,BROADWAY,high income,Manhattan,10013,Pizza,12,A
August Laura,AVENUE A,medium income,Manhattan,10009,American,13,A
TO GO EXPRESS,CITY ISLAND AVENUE,medium income,Bronx,10464,American,7,A
DOMINOS,METROPOLITAN AVE,medium income,Queens,11375,Pizza,5,A
BARCLAY STREET CAFE,GREENWICH STREET,high income,Manhattan,10007,Coffee/Tea,13,A
DA NICO RESTAURANT,MULBERRY STREET,high income,Manhattan,10013,Italian,12,A
THINK COFFEE,BROADWAY,high income,Manhattan,10013,Coffee/Tea,12,A
GO GO CURRY,EAST   53 STREET,high income,Manhattan,10022,Japanese,0,P
UPTOWN POKE,AMSTERDAM AVENUE,high income,Manhattan,10024,Japanese,11,A
TASTY HAND-PULLED NOODLES,DOYERS STREET,high income,Manhattan,10013,Chinese,27,B
PETEY'S BURGER,VERNON BOULEVARD,medium income,Queens,11101,American,12,A
PANTRY MARKET EATERY,JACKSON AVE,medium income,Queens,11101,Sandwiches/Salads/Mixed Buffet,13,A
TAKAHACHI BAKERY,MURRAY STREET,high income,Manhattan,10007,Bakery Products/Desserts,38,Z
THE WAYLAND,EAST    9 STREET,medium income,Manhattan,10009,American,9,A
THE CLUB,EAST   55 STREET,high income,Manhattan,10022,American,3,A
STARBUCKS,MADISON AVENUE,high income,Manhattan,10017,Coffee/Tea,2,A
EVERYDAY GOURMET DELI,LEXINGTON AVENUE,high income,Manhattan,10017,American,13,A
CASSANDRA'S BAKERY,EAST  167 STREET,low income,Bronx,10456,Bakery Products/Desserts,10,A
AMAZE FUSION & LOUNGE,3 AVENUE,high income,Manhattan,10017,Asian/Asian Fusion,52,C
QUALITY EATS,2 AVENUE,high income,Manhattan,10075,American,13,A
SMILER'S DELI,MADISON AVENUE,high income,Manhattan,10022,Sandwiches,7,P
